,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 21:56:32,26.5625,25.78125,26.171875,55,54,58,2494.34229,2494.34229,9.34448051,6.406717,0.0184483845,99.77369,55.4228325,4.368229,3.51341248,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:33,14.84375,35.9375,25.390625,53,56,57,2494.342,2494.342,9.175772,6.256881,0.009231927,99.77368,55.4166832,4.36774445,3.513897,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:34,25,25.78125,25.390625,58,51,60,2494.34229,2494.34229,9.272563,6.33522129,0.01094087,99.77369,55.422493,4.368202,3.51343918,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:35,10.15625,39.84375,25,53,57,58,2494.34253,2494.34253,9.094209,6.19761658,0.00172429834,99.7737,55.4206047,4.36805344,3.513588,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:36,20.3125,30.46875,25.390625,58,52,60,2494.34229,2494.34229,9.209702,6.296128,0.00163274992,99.7737,55.41964,4.367977,3.51366425,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:37,22.65625,28.90625,25.78125,58,52,59,2494.3418,2494.3418,9.216808,6.28086042,0.00943024,99.773674,55.4193954,4.367958,3.51368332,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:38,11.71875,38.28125,25,53,56,58,2494.34253,2494.34253,9.176349,6.267432,0.001998962,99.7737045,55.4184265,4.367882,3.51375961,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:39,21.09375,28.90625,25,53,56,58,2494.342,2494.342,9.143188,6.229431,0.00190741871,99.77368,55.41596,4.367687,3.51395416,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:40,15.625,35.15625,25.390625,53,56,58,2494.3418,2494.3418,9.261987,6.329921,0.009826961,99.773674,55.4096222,4.3671875,3.514454,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:41,20.3125,29.6875,25,59,52,61,2494.34253,2494.34253,9.142329,6.23329353,0.00164800615,99.7737,55.4073,4.36700439,3.514637,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:42,36.71875,16.40625,26.5625,59,51,60,2494.34253,2494.34253,9.361503,6.41038036,0.017624516,99.7737,55.40642,4.36693573,3.51470566,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:43,19.53125,31.25,25.390625,59,51,60,2494.342,2494.342,9.189116,6.27997732,0.009353947,99.77368,55.3994064,4.3663826,3.51525879,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:44,17.1875,33.59375,25.390625,55,55,59,2494.34229,2494.34229,9.264075,6.33973646,0.009018248,99.77369,55.3985367,4.366314,3.51532745,45,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
